Year,Tm,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS
2008,CHI,Shannon Brown,22,6,22,-11.8,0.255,0.067,0.4,5,5.3,5.1,0,2.3,7.1,22.1,45.5,-0.3
2008,SAC,Lorenzen Wright,32,5,13,-11.7,0.25,0,0,9.3,0,4.5,11.1,0,0,33.3,20.6,-0.1
2016,LAC,Pablo Prigioni,38,2,24,-11.7,0,0.667,0,0,4.1,2.2,15.6,2,0,10,18.5,-0.2
1999,POR,Brian Shaw,32,1,5,-11.6,0,0,0,0,22.3,11.5,27.9,0,0,50,18.3,0
1980,SDC,John Olive,24,1,15,-11.5,0,0,0,0,7.5,3.6,0,0,0,50,10.7,-0.1
1981,SEA,John Shumate,28,2,8,-11.5,0.231,0,1,14,0,6.9,0,0,0,18.8,27.1,-0.1
2010,POR,Anthony Tolliver,24,2,4,-11.5,0,1,0,0,31.2,15.5,0,0,0,0,11.9,0
1985,SAS,Linton Townes,25,1,8,-11.4,0.145,0,0.333,14.6,0,7.1,0,0,0,0,34.5,-0.1
1987,LAC,Dwayne Polee,23,1,6,-11.4,0.25,0.75,0,0,0,0,0,7.8,0,20,33.2,0
2015,PHO,Seth Curry,24,2,8,-11.4,0,0.333,0,0,27.7,13.7,15.6,0,0,0,16.5,0
1996,DEN,Elmore Spencer,26,6,21,-11.2,0,0,0,5.5,16.6,11,0,0,0,75,8.5,-0.1
2002,DAL,Darrick Martin,30,3,22,-11.2,0.046,0.2,0.2,0,5,2.5,16.9,4.7,0,8.4,24.4,-0.2
1994,NJN,Dave Jamerson,26,4,10,-11.1,0.085,0,0.4,0,32.2,15.8,12.5,0,0,14.5,29,-0.1
1985,LAL,Earl Jones,24,2,7,-11,0,0,0,0,0,0,0,0,0,50,11.6,0
1990,ATL,Mike Williams,26,5,14,-11,0,0,0,0,8.4,4.1,0,0,0,0,12,-0.1
2015,OKC,Grant Jerrett,21,5,25,-11,0.206,0.765,0,4.4,12.7,8.6,5.9,0,6.3,10.5,32.7,-0.2
1978,KCK,Glenn Hansen,25,3,9,-10.9,0,,0,11.3,0,5.7,12.2,4.9,0,0,21.2,-0.1
1985,DET,Dale Wilkinson,24,2,7,-10.9,0,0,0,0,15.6,7.4,0,0,0,0,11,0
1988,UTA,Darryl Dawkins,31,4,26,-10.6,0.244,0,1.714,8.6,11.9,10.3,4.5,0,2.2,24.6,25.6,-0.2
2001,ATL,Sean Colson,25,3,14,-10.6,0,0.2,0,0,24,11.9,29.4,0,0,28.6,22.3,-0.1
2001,IND,Lari Ketner,23,3,7,-10.6,,,,0,0,0,20.2,0,0,100,13.3,-0.1
1997,SAC,Lloyd Daniels,29,5,28,-10.5,0.188,0.688,0,4.1,12.6,8.3,5.2,1.9,0,15.8,30.4,-0.2
2003,ATL,Brandon Williams,27,6,19,-10.4,0.143,0.143,0,12.5,0,6,0,5.6,0,30,24.1,-0.2
1998,IND,Etdrick Bohannon,24,5,11,-10.3,0,0,0,23.1,41.7,32.8,12.3,0,12.9,42.9,30.3,-0.1
2008,NJN,Billy Thomas,32,4,8,-10.3,0.258,1,0.667,0,0,0,0,0,0,20.5,27.9,-0.1
2002,IND,Norm Richardson,22,3,4,-10.2,0,0,0,28.9,0,14.1,33.9,0,0,0,34,0
1997,CHH,Eric Leckner,30,1,11,-10.1,0,0,0,0,10.7,5.5,12.1,0,0,0,12.8,-0.1
1988,NJN,Johnny Moore,29,1,10,-9.8,0,0,0,11.2,12,11.6,12.3,0,0,75,16.9,-0.1
2002,MIA,Ernest Brown,22,3,21,-9.7,0.193,0,0.667,5.6,27.6,16.7,0,0,3.7,27.9,24.5,-0.2
1992,SAS,Tony Massenburg,24,1,9,-9.6,0.2,0,0,0,0,0,0,0,0,0,23.4,0
1992,BOS,Larry Robinson,24,1,6,-9.3,0.2,0,0,38.5,0,18.3,22.9,0,0,16.7,43,-0.1
2009,CLE,Trey Johnson,24,4,14,-9.3,0.296,0,0.8,0,8.2,4.3,0,0,0,12.9,26.2,-0.1
1990,NJN,Rick Carlisle,30,5,21,-9.2,0.143,0.429,0,0,0,0,31.6,2.3,2.8,36.4,21,-0.2
2000,DAL,Rodrick Rhodes,26,1,8,-9.2,0,0,0,13.5,0,6.7,0,12.6,0,40,27.6,-0.1
2004,NOH,Tierre Brown,24,3,17,-9.2,0.521,0,1,0,6.9,3.4,20.2,0,0,54.9,34.3,-0.2
2004,LAC,Olden Polynice,39,2,12,-9.2,,,,9.4,9.6,9.5,11.7,4.4,0,100,14.8,-0.1
1997,UTA,Brooks Thompson,26,2,8,-9.1,0,0,0,0,0,0,15.8,0,0,50,11.6,0
2002,CHH,Eldridge Recasner,34,1,2,-9.1,,,,0,0,0,0,0,0,,0,0
2003,NOH,Kirk Haston,23,12,57,-9.1,0.16,0.176,0.235,0,14.4,7.1,7.6,0,6.3,27.2,20.6,-0.4
2011,PHO,Gani Lawal,22,1,2,-9.1,,,,0,0,0,0,0,0,,0,0
2014,CHI,Jarvis Varnado,25,1,2,-9.1,,,,0,0,0,0,0,0,,0,0
1990,CHI,Clifford Lett,24,4,28,-9,0.25,0,0,0,0,0,4.4,0,0,20,15.3,-0.1
1992,NYK,Carlton McKinney,27,2,9,-9,0.222,0,0,0,12.6,6.4,0,0,0,0,43.7,-0.1
1997,ATL,Derrick Alston,24,2,11,-9,0,0,0.4,33.3,10.6,21.7,0,0,0,0,25.2,-0.1
2003,GSW,A.J. Guyton,24,2,9,-9,0,0.25,0,0,0,0,28.7,5.7,0,20,23.6,-0.1
2004,DEN,Mark Pope,31,4,20,-9,0.41,0,0.5,0,17.2,8.5,0,2.6,0,55.1,11.9,-0.1
1992,NYK,Patrick Eddie,24,4,13,-8.8,0.222,0,0,0,8.7,4.4,0,0,0,0,30.2,-0.1
1993,ATL,Andre Spencer,28,3,15,-8.8,0,0,0,0,7.7,3.7,0,6.6,0,40,13.8,-0.1
1999,DAL,Bruno Sundov,18,3,11,-8.8,0.286,0,0,0,0,0,16.8,0,0,12.5,33.4,-0.1
2014,OKC,Mustafa Shakur,29,3,11,-8.8,0.129,0.333,0.667,0,0,0,45.1,0,0,34,23.7,-0.1
2008,CHI,Cedric Simmons,22,7,19,-8.7,0.225,0,0.25,5.7,12.3,8.9,0,0,0,18.4,25.3,-0.1
1993,MIN,Mark Randall,25,2,8,-8.6,0,1,0,0,0,0,16.3,0,0,50,11.1,0
2009,LAL,Sun Yue,23,10,28,-8.6,0.273,0.545,0,0,0,0,9.8,1.8,2.8,21.4,22,-0.1
1999,IND,Mark Pope,26,4,26,-8.5,0.134,0.571,0.143,9.3,9,9.1,0,0,0,11.8,15.5,-0.1
1984,SDC,Hutch Jones,24,4,18,-8.4,0.105,0,1.333,0,0,0,0,2.6,0,29.6,15,-0.1
2003,SAS,Mengke Bateer,27,12,46,-8.4,0.252,0.176,0.118,5.3,19.2,12.6,13.5,0,0,25.1,24.1,-0.2
2009,POR,Martell Webster,22,1,5,-8.4,0,1,0,0,0,0,0,0,0,0,9.4,0
2001,DAL,Bill Curley,28,5,15,-8.3,0.26,0.25,1,0,0,0,0,3.4,4.8,25.8,23.5,-0.1
2007,UTA,Roger Powell,24,3,13,-8.3,0.258,0.333,0.667,28.1,0,14,0,0,0,43.6,23.7,-0.1
2009,SAC,Cedric Simmons,23,7,23,-8.3,0.102,0,0.5,5,15.3,10.2,0,0,0,29.1,13.4,-0.1
2014,SAC,Royce White,22,3,9,-8.3,0,0,0,0,0,0,0,0,0,0,4.9,0
1990,SAC,Greg Stokes,26,11,34,-8.2,0.202,0,0.222,6.7,9.9,8.3,0,0,0,23.3,16.3,-0.2
2016,DET,Reggie Bullock,24,4,25,-8.2,0,0.75,0,4,4.5,4.2,0,0,0,20,8.5,-0.1
2004,DAL,Mamadou N'Diaye,28,3,7,-8.1,0,0,0,0,16,7.8,0,0,10.6,50,12.5,0
2005,NOH,Lonny Baxter,26,4,36,-8,0.253,0,0.182,12.6,13.7,13.2,0,0,0,25.2,20.5,-0.2
2016,TOR,Norman Powell,22,3,10,-8,0.167,0.167,0,11.3,10.9,11.1,0,0,0,0,25.9,-0.1
1994,ORL,Anthony Cook,26,2,2,-7.9,0,0,0,0,0,0,0,0,62.9,50,42.7,0
2004,GSW,Popeye Jones,33,5,10,-7.8,0,0,0,11.2,0,5.6,0,0,0,0,9.2,0
2016,UTA,Elijah Millsap,28,5,26,-7.8,0.143,0.143,0,4.2,4.3,4.3,0,2,3.3,12.5,14,-0.1
1985,MIL,Mark West,24,1,6,-7.7,0.532,0,2,18.6,0,9.2,0,0,9.9,51.5,26.3,0
2004,DET,Hubert Davis,33,3,23,-7.7,0,0.5,0,0,0,0,6.3,0,0,33.3,6.1,-0.1
2013,MEM,Dexter Pittman,24,7,20,-7.7,0.137,0,0.5,17.4,12,14.8,0,0,0,12,19.2,-0.1
1985,MIL,Lorenzo Romar,26,4,16,-7.6,0.125,0.125,0,0,0,0,14.9,0,0,0,20.4,-0.1
1989,POR,Rolando Ferreira,24,12,34,-7.6,0.209,0,0.444,12.4,29.7,20.8,3.3,0,1.7,21.8,31.2,-0.2
1999,DEN,Monty Williams,27,1,6,-7.6,0.174,0,1,0,0,0,0,0,0,0,21.7,0
2009,TOR,Nathan Jawai,22,6,19,-7.6,0.25,0,0,6.2,6.1,6.2,0,0,0,33.3,14.6,-0.1
2015,LAL,Julius Randle,20,1,14,-7.5,0.258,0,0.667,0,0,0,0,0,0,20.5,15.5,-0.1
1985,DAL,Howard Carter,23,11,66,-7.4,0.192,0.13,0.043,1.7,3.5,2.6,7.3,0.7,0,25.4,19.9,-0.4
1983,LAL,Billy Ray Bates,26,4,27,-7.3,0.148,0,0.125,4.3,0,2.1,0,1.7,0,0,24.7,-0.2
1997,SEA,Elmore Spencer,27,1,5,-7.3,0,0,0,0,0,0,0,10.6,0,50,18.3,0
1998,TOR,Bob McCann,33,1,5,-7.3,0,0,0,0,23.3,11.2,0,0,0,0,8.8,0
2012,UTA,Blake Ahearn,27,4,30,-7.3,0.357,0.643,0,0,7.7,3.8,5.2,0,0,26.3,28.4,-0.2
2016,OKC,Kyle Singler,27,6,73,-7.3,0.197,0.474,0.158,1.6,11.7,6.8,0,1.3,2,19.7,14.5,-0.3
1978,KCK,Andre McCarter,24,1,9,-7.2,0,,0,0,11.4,5.7,0,0,0,0,8.5,0
1997,GSW,Clifford Rozier,24,1,5,-7.2,0,0,0,0,0,0,0,0,0,0,8.9,0
1999,ORL,Miles Simon,23,5,19,-7.2,0.2,0.4,0,6,6.2,6.1,0,2.8,0,37.5,19.1,-0.1
2004,MIA,Kirk Penney,23,2,18,-7.2,0.25,0.5,0,0,6.6,3.2,8.7,3,0,33.3,23.5,-0.1
1978,SEA,Dean Tolson,26,1,7,-7.1,0,,0,0,0,0,32.8,0,0,50,10.9,0
1985,DET,Terry Teagle,24,2,5,-7.1,0.5,0,0,0,0,0,0,0,0,33.3,23,0
1986,LAC,Ozell Jones,25,3,18,-7.1,0,0,0,0,12.5,6.1,0,5.2,3,60,11.1,-0.1
1987,BOS,Andre Turner,22,3,18,-7.1,0.4,0.2,0,6.8,5.8,6.2,6.9,0,0,50,23.7,-0.1
1997,SAS,Devin Gray,24,3,24,-7.1,0.324,0,0.067,14.5,10.4,12.5,0,2.3,0,24.5,39.6,-0.2
1998,POR,Dontonio Wingfield,23,3,9,-7.1,0.129,0,0.667,26.8,24.9,25.8,0,0,0,20.5,24.6,-0.1
1994,UTA,Aaron Williams,22,6,12,-7,0.237,0,0.125,9.8,19,14.4,13,0,0,10.6,34.8,-0.1
1987,SAC,Jerry Eaves,27,3,26,-6.9,0.225,0,0.25,4.2,0,2.1,0,1.8,0,18.4,16.7,-0.1
1982,POR,Carl Bailey,23,1,7,-6.8,1,0,0,0,0,0,0,0,0,66.7,17.6,0
1990,PHI,Dexter Shouse,26,3,18,-6.8,0,0.25,0,0,0,0,12.8,2.8,3.4,33.3,14.1,-0.1
1991,CLE,Mike Woodson,32,4,46,-6.8,0.235,0.043,0.043,2.5,2.5,2.5,15.2,0,1.3,17.6,27,-0.3
2013,NOH,Terrel Harris,25,13,108,-6.8,0.126,0.368,0.105,0,19.1,9.4,8.9,1,2.3,39.5,14.2,-0.6
2006,MIN,Nikoloz Tskitishvili,22,5,13,-6.7,0.307,0,0.5,0,18,9.2,0,0,0,29.1,25.1,-0.1
2013,LAL,Darius Johnson-Odom,23,4,6,-6.7,0,0.25,0,18.9,53.7,36.7,21.7,0,0,0,29.7,-0.1
2004,NYK,Cezary Trybanski,24,3,5,-6.6,0.174,0,1,0,0,0,0,10.7,0,0,26.7,0
2010,CLE,Cedric Jackson,23,5,10,-6.6,0.133,0.5,2,0,11.3,6,25.5,0,0,21,22.2,-0.1
1990,PHO,Micheal Williams,23,6,26,-6.5,0.23,0,0.2,4.5,0,2.1,18.9,0,0,31.5,25.2,-0.2
1995,ATL,Fred Vinson,24,5,27,-6.5,0.269,0.857,0.143,0,0,0,5.2,0,0,21.2,15.9,-0.1
1998,NJN,Don MacLean,28,9,42,-6.5,0.15,0.2,0,7.8,5.9,6.9,0,0,0,16.7,12.4,-0.2
1999,TOR,Micheal Williams,32,2,15,-6.5,0.2,0,0,7.6,0,3.9,0,0,0,16.7,18.1,-0.1
2005,NYK,Shandon Anderson,31,1,20,-6.5,0,0.5,0,5.8,0,2.9,0,0,0,33.3,6.8,-0.1
2014,CLE,Scotty Hopson,24,2,7,-6.5,0.102,0.5,0.5,0,0,0,18.8,7.4,0,0,31.1,-0.1
2016,DET,Jodie Meeks,28,2,17,-6.5,0.2,0,0,5.9,6.6,6.2,0,0,0,16.7,15,-0.1
2011,MIA,Dexter Pittman,22,2,11,-6.4,0.333,0,0,11.5,20.4,16.2,0,0,0,40,21.3,-0.1
2013,PHI,Shelvin Mack,22,4,7,-6.4,0.5,0.5,0,0,0,0,22.6,0,0,50,26.3,-0.1
2013,LAL,Andrew Goudelock,24,1,6,-6.4,0,0,0,18.9,0,9.2,0,0,0,0,14.8,0
2009,MEM,Adonal Foyle,33,1,3,-6.3,,,,0,0,0,0,0,0,,0,0
2010,MIL,Darnell Jackson,24,1,9,-6.3,0.2,0.2,0,12,13.3,12.6,0,0,0,0,25.2,0
1995,ORL,Keith Tower,24,3,7,-6.2,0.174,0,1,16.9,31.7,24.5,0,0,0,25.8,23.8,0
1996,ATL,Tim Kempton,32,3,11,-6.2,,,,0,22.4,10.7,12,0,0,100,4.1,0
2001,HOU,Anthony Miller,29,1,3,-6.2,,,,0,0,0,0,0,0,,0,0
2006,IND,Samaki Walker,29,7,22,-6.2,0.347,0,1,0,15.3,7.9,0,0,3.3,41,10.3,0
2006,NOK,Maciej Lampe,20,2,16,-6.1,0,0,0,7.2,22.9,14.9,17.5,0,0,20,14.6,-0.1
2013,HOU,Tim Ohlbrecht,24,3,12,-6.1,0.436,0,0.333,0,9.3,4.7,11.8,4.2,0,53.8,27.1,-0.1
2016,PHI,Robert Covington,25,1,22,-6.1,0.202,0.556,0.222,0,10.2,4.9,0,4.5,3.3,16.8,23.6,-0.1
2007,LAC,Luke Jackson,25,3,16,-6,0.188,0.5,0,0,7.4,3.7,37.5,0,0,11.1,26,-0.1
2013,IND,Dominic McGuire,27,2,12,-6,0,0,0.667,9.5,9.1,9.3,11.5,0,0,0,14.7,-0.1
1978,SEA,Willie Wise,30,2,10,-5.9,0.105,,1.333,19.5,10.6,15.3,0,0,0,0,18.1,0
1981,GSW,John Mengelt,31,2,11,-5.9,0,0,0,0,0,0,20.2,0,0,0,14.4,-0.1
1986,SEA,Alex Stivrins,23,3,14,-5.9,0.26,0,1,24.7,0,12.7,9.3,0,0,34.2,26.2,-0.1
1983,LAL,Joe Cooper,25,2,11,-5.7,0.25,0,0,21.1,0,10.1,0,4.2,4.8,42.9,25.1,-0.1
1988,DET,Darryl Dawkins,31,2,7,-5.7,0.602,0,1.5,0,0,0,19.5,0,8.4,47.5,37.5,0
2013,NYK,Solomon Jones,28,2,26,-5.7,0,0,0,4.4,9.3,6.8,0,0,3.3,75,7.2,-0.1
1984,PHI,Bruce Kuczenski,22,3,40,-5.6,0.169,0,0.25,2.9,13.8,8.5,6.1,1.2,1.4,36,14.3,-0.2
1986,PHI,Voise Winters,23,4,17,-5.6,0.231,0.077,0,6.6,13.1,9.9,0,2.8,0,13.3,35.5,-0.1
1984,WSB,Michael Wilson,24,6,26,-5.5,0.174,0.5,1,4.5,0,2.2,13.7,0,0,51,9.7,-0.1
1986,ATL,Sedric Toney,23,3,24,-5.5,0.336,0,0.143,0,9.2,4.6,0,2,0,28.7,17.8,-0.1
1992,CHI,Rory Sparrow,33,4,18,-5.5,0.188,0.25,0,0,6.3,3.2,25.7,0,0,20,24,-0.1
2004,CHI,Roger Mason,23,3,43,-5.5,0.136,0.545,0,0,7.8,3.8,10.2,1.2,0,15.4,13.5,-0.2
2006,LAC,Anthony Goldwire,34,3,22,-5.5,0.143,0.286,0,0,5.1,2.6,12.8,0,0,12.5,16.8,-0.1
2011,SAS,Bobby Simmons,30,2,16,-5.5,0,1,0,0,0,0,15.7,0,0,0,8.6,0
1981,DAL,Monti Davis,22,1,8,-5.4,0.081,0,1.25,27.4,14.8,21.3,0,0,7.1,0,32.4,-0.1
1986,NYK,Butch Carter,27,5,31,-5.4,0.296,0.125,0.125,7,3.8,5.5,12.8,1.6,0,41.6,19.5,-0.2
1995,NYK,Greg Kite,33,2,16,-5.4,0,0,0,15.2,14.2,14.7,0,0,0,25,11.5,-0.1
2014,CLE,Arinze Onuaku,26,2,5,-5.3,0,0,0,0,23,11.2,0,0,0,0,8.9,0
1987,CHI,Darren Daye,26,1,7,-5.2,,,,0,16.5,8.1,16.8,0,0,100,6,0
2016,BOS,Terry Rozier,21,3,27,-5.2,0.179,0.286,0,10.8,15.6,13.1,15.9,0,0,12.5,24.1,-0.1
1986,SAS,Ennis Whatley,23,2,14,-5.1,0.5,0,0,0,0,0,25.6,0,0,66.7,17.3,-0.1
1997,DEN,Melvin Booker,24,5,21,-5.1,0.625,0.5,0,0,5.4,2.7,22.3,0,0,63.6,23.4,-0.2
1998,ORL,Tim Kempton,34,3,15,-5.1,0,0,0,0,8,3.9,9.5,0,0,0,6.1,0
2004,PHO,Robert Archibald,23,1,6,-5.1,0.266,0,2,0,19.1,9.5,22.2,0,0,34.7,21.7,0
2014,GSW,Dewayne Dedmon,24,4,6,-5.1,0.266,0,2,0,0,0,0,0,0,0,13.8,0
2015,NOP,Darius Miller,24,5,43,-5.1,0.143,0.143,0,0,2.6,1.3,6.1,1.2,0,12.5,8.5,-0.1
1985,NJN,Tom LaGarde,29,1,8,-5,0.266,0,2,13.6,14.5,14,0,0,0,34.7,14.5,0
1991,PHI,Tony Harris,23,6,41,-5,0.282,0.125,0.25,0,2.7,1.4,0,1.2,0,14.5,22.1,-0.2
2000,NYK,David Wingate,36,7,32,-5,0.111,0,0,3.8,3.6,3.7,13.4,1.7,4.8,18.2,16.3,-0.1
2003,DEN,Mark Bryant,37,3,14,-5,0.266,0,2,7.9,8.7,8.3,21,0,0,51.5,12.3,0
2015,MIA,Andre Dawkins,23,4,22,-5,0.25,1,0,0,10.7,5.5,6.6,0,0,14.3,15,-0.1
1990,NYK,Greg Butler,23,13,33,-4.9,0.233,0,0.167,10.4,19.6,15.1,3.9,0,0,18.9,20,-0.1
2001,MIN,Tom Hammonds,33,7,30,-4.9,0.322,0,0.2,7.5,7.7,7.6,4.8,0,0,21.6,20.9,-0.1
1989,SAS,Todd Mitchell,22,2,33,-4.8,0.232,0,0.444,3.2,7,5,3.7,1.4,0,27.1,17.4,-0.2
1990,LAC,Andre Turner,25,3,31,-4.8,0.154,0.077,0,11.2,7.3,9.2,12.5,1.6,0,23.5,22.9,-0.2
2001,ATL,Pepe Sanchez,23,5,34,-4.8,0,0,0,3.3,0,1.6,20.2,3.1,0,30,13.1,-0.2
2011,SAC,Antoine Wright,26,7,31,-4.8,0.125,0.5,0,7.2,3.8,5.5,0,1.6,0,11.1,12.6,-0.1
2012,ORL,Larry Hughes,33,9,114,-4.8,0.262,0.318,0.091,1,4.1,2.5,9.2,0.9,0,34.4,14.3,-0.5
1981,DET,Lee Johnson,23,2,10,-4.7,0,0,0,0,24.7,11.6,0,0,0,0,8.1,0
1993,BOS,Joe Wolf,28,2,9,-4.7,0.266,0,2,12.7,24.9,18.9,0,0,6.9,51.5,18.7,-0.1
2004,SAS,Alex Garcia,23,2,13,-4.7,0.19,0,0.286,0,0,0,0,8.3,0,11.3,31.6,-0.1
2006,TOR,Alvin Williams,31,1,10,-4.7,0.129,0.667,0.667,0,38.3,18.3,0,0,0,0,17.9,-0.1
1988,CLE,Kannard Johnson,22,4,12,-4.6,0.333,0,0,0,0,0,0,4.1,0,40,17.8,-0.1
1992,ORL,Stephen Thompson,23,1,15,-4.6,0.333,0,0,0,7.6,3.7,8.9,0,0,40,13.8,-0.1
1997,ATL,Anthony Miller,25,1,14,-4.6,0,0,0,17.4,41.7,29.8,0,0,0,0,16.9,-0.1
2005,DAL,Dan Dickau,26,4,16,-4.6,0.268,0.375,0.375,0,6.8,3.5,8.8,0,0,9.7,28.9,-0.1
1981,SDC,Stan Pietkiewicz,24,6,30,-4.5,0.4,0,0,0,4.1,1.9,8.2,0,0,50,13.6,-0.1
1998,WAS,Tim Legler,31,8,76,-4.5,0.217,0.316,0.211,2.9,3.1,3,5.3,0.7,0,16.2,14.5,-0.3
2004,MEM,Troy Bell,23,6,34,-4.5,0.285,0.222,0.167,9.9,3.4,6.6,18.7,1.5,0,23.7,33.5,-0.2
2011,HOU,DeMarre Carroll,24,5,11,-4.5,0,0,0,0,0,0,22.8,0,0,0,12,0
2013,UTA,Kevin Murphy,22,17,52,-4.5,0.268,0.179,0,0,9.1,4.5,6.1,1,0,9.7,27.1,-0.3
2008,DAL,Maurice Ager,23,12,77,-4.4,0.253,0.296,0.222,1.6,4.4,3,7.4,0,1,9.2,19.8,-0.3
1986,POR,Brian Martin,23,5,14,-4.3,0.34,0,0.4,0,0,0,0,0,0,0,16.6,0
1999,MIN,Trevor Winter,25,1,5,-4.3,,,,20.8,48.5,33.6,0,0,0,,0,0
2004,NJN,Damone Brown,24,3,17,-4.3,0.138,0,0.2,20.9,13.9,17.4,0,6.3,0,8.4,32.8,-0.1
2005,LAC,Kirk Penney,24,4,12,-4.3,0.333,0.333,0,0,9.7,5,12.9,0,0,40,19.3,-0.1
2012,NYK,Dan Gadzuric,33,2,13,-4.3,0,0,1,8.8,35.9,22.2,0,4,6.1,25.8,13.4,0
1997,MIA,James Scott,24,8,32,-4.1,0.056,0.5,0.25,3.8,18.2,11.1,13.2,3.4,0,18.4,16,-0.1
2013,MIA,Jarvis Varnado,24,8,40,-4.1,0.333,0,0,3.3,14.6,9.2,6.5,0,4.1,62.5,9.6,-0.1
1979,DET,Dennis Boyd,24,5,40,-4,0.25,,0,0,5.4,2.6,20.3,0,0,33.3,17.1,-0.2
1980,CLE,Butch Lee,23,3,24,-4,0.175,0,0.091,12.6,0,6.6,14.3,0,0,20.8,23.1,-0.2
1988,MIL,Dudley Bradley,30,2,5,-4,0,1,0,0,22.6,11.3,23.5,0,0,0,8.4,0
1984,SDC,Kevin Loder,24,1,4,-3.9,,,,0,0,0,0,0,0,,0,0
1994,PHI,Michael Curry,25,10,43,-3.9,0.286,0.143,0.286,0,2.6,1.3,3.3,1.2,0,16,19,-0.2
1997,CHH,Tom Chambers,37,12,83,-3.9,0.29,0.097,0.129,4.5,15.6,10.2,7.2,0.7,0,21.6,23.7,-0.4
2000,ORL,Kiwane Garris,25,3,23,-3.9,0.2,0.1,0,0,4.7,2.4,12.2,0,0,9.1,20.1,-0.1
2009,DEN,Sonny Weems,22,12,55,-3.9,0.333,0.12,0.32,0,8.2,4.2,8.7,0.9,0,17.4,27.9,-0.3
2011,NJN,Joe Smith,35,4,25,-3.9,0.25,0,0,4.6,9.7,7.1,5.8,0,0,33.3,11.1,-0.1
2004,CLE,Jelani McCoy,26,2,12,-3.8,,,,9.2,27.7,18.4,0,0,0,100,3.7,0
1994,DEN,Jim Farmer,29,4,29,-3.7,0.333,0.333,0,0,7.4,3.8,18.9,0,0,45.5,16.2,-0.1
1995,NYK,Doug Christie,24,12,79,-3.7,0.31,0.318,0.227,4.6,14.3,9.7,14.6,1.3,1,34.9,21.6,-0.3
1997,WSB,Matt Fish,27,5,7,-3.7,0.333,0,0,17,65.9,41.8,0,0,0,40,32.1,0
2001,GSW,Randy Livingston,25,2,7,-3.7,0,0.5,0,0,16.5,7.6,19.2,0,0,0,12.1,0
2003,SAC,Mateen Cleaves,25,12,55,-3.7,0.323,0.043,0.174,2.1,13,7.8,25.7,1.8,0,36.1,31.1,-0.4
2007,GSW,Renaldo Major,24,1,27,-3.7,0.23,0,0.2,0,8.3,4.1,0,3.6,0,8.4,18.7,-0.1
2010,MIA,Yakhouba Diawara,27,6,44,-3.7,0.25,0.6,0,2.7,8,5.3,9.7,1.2,0,23.1,13.9,-0.1
1991,PHI,Mario Elie,27,3,20,-3.6,0.381,0.286,0.286,0,5.5,2.8,7,0,0,27.6,23.8,-0.1
2001,SAC,Art Long,28,9,20,-3.6,0,0,0.5,11.1,31.5,21.5,6.4,0,10,29.1,15.2,-0.1
2015,WAS,Glen Rice,24,5,43,-3.6,0.312,0.467,0.4,5.4,5.1,5.2,6.5,0,0,10.2,20.7,-0.1
1994,DEN,Roy Marble,27,5,32,-3.5,0.15,0,0.25,10.8,16.8,13.9,4.2,0,3.9,18.4,21.7,-0.2
2004,GSW,J.R. Bremer,23,5,40,-3.5,0.19,0.381,0,5.6,2.8,4.2,48.1,0,0,19.2,30,-0.3
2004,NJN,Mikki Moore,28,4,10,-3.5,0.2,0,0,11.8,11.8,11.8,0,0,0,0,23.5,0
2009,CHI,Demetris Nichols,24,2,5,-3.5,0.25,0.25,0,0,0,0,34.2,0,0,0,35.7,0
1988,MIL,Rickie Winslow,23,7,45,-3.4,0.252,0.077,0.154,7.5,10,8.8,5.7,1.1,0,22.4,16.7,-0.2
1994,MIA,Manute Bol,31,8,61,-3.4,0.083,0.25,0,1.9,18.7,10.2,0,0,6.8,29.4,12,-0.3
2005,SAS,Linton Johnson,24,2,15,-3.4,0,0.5,0,0,23.4,11.7,0,3.6,0,33.3,9.3,0
2012,DAL,Kelenna Azubuike,28,3,18,-3.4,0.438,0.375,0,0,0,0,0,2.9,0,33.3,30.9,-0.1
2016,LAC,Cole Aldrich,27,2,7,-3.4,0.5,0,0,0,0,0,0,0,0,33.3,19,0
1999,MIA,Marty Conlon,31,7,35,-3.3,0.288,0,0.154,3.7,12.9,8.6,4.9,0,2.1,17.8,23.8,-0.1
2007,SEA,Andreas Glyniadakis,25,13,81,-3.3,0.475,0,0.118,2.9,9,5.9,1.8,0,0,33.5,15.1,-0.2
2008,SAC,Orien Greene,25,7,61,-3.3,0.273,0.091,0,0,11.4,5.8,6.8,2.5,1.3,38.9,13.2,-0.2
2012,MIL,Darington Hobson,24,5,39,-3.3,0.154,0.462,0,0,8.7,4.2,20.9,0,0,13.3,16.9,-0.2
2013,NOH,Donald Sloan,25,3,6,-3.3,,,,0,0,0,22.3,0,0,100,7.8,0
1995,UTA,Jay Humphries,32,12,149,-3.2,0.2,0.12,0,1.8,6.4,4.2,7.6,2.4,0,32.4,11.3,-0.4
2002,ORL,Dee Brown,33,7,65,-3.2,0.175,0.6,0,0,15.6,7.7,4.2,2.4,1.1,16.7,16.5,-0.3
2013,BOS,Kris Joseph,24,6,24,-3.2,0.274,0.182,0.364,5.1,19.1,12.3,6.2,0,0,13.6,29.1,-0.1
