Year,Tm,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS
1994,MIL,Anthony Cook,26,23,201,11.5,0.484,0.019,0.472,10.8,21.8,16,3.1,0.8,4,14.7,16.1,0.1
1995,SAS,Chuck Person,30,81,2033,11.5,0.549,0.593,0.136,2.9,11.1,7.2,7.9,1.1,0.4,11.4,19.4,3.6
1995,GSW,Clifford Rozier,22,66,1494,11.5,0.49,0.018,0.39,14.7,21.4,18,4.4,1.1,1.8,16.3,15.4,1.3
1995,WSB,Larry Stewart,26,40,346,11.5,0.499,0.022,0.337,9,13.5,11.2,7.6,2.3,1.8,13.5,14.9,0.5
1996,MIL,Johnny Newman,32,82,2690,11.5,0.592,0.25,0.357,3,6.2,4.6,8.8,1.8,0.4,12.6,14.6,4.4
1996,IND,Travis Best,23,59,571,11.5,0.545,0.153,0.552,2.5,7,4.8,26.8,1.9,0.4,23.7,21.4,0.7
1996,ATL,Matt Bullard,28,46,460,11.5,0.509,0.444,0.123,4.4,11.3,7.7,6.4,2,1.9,12.3,19,0.6
1996,CLE,Antonio Lang,23,41,367,11.5,0.594,0.026,0.61,6.1,13.3,9.6,5.6,2.2,2.9,19.7,16.7,0.7
1997,ATL,Eldridge Recasner,29,71,1207,11.5,0.539,0.4,0.166,3.5,7.7,5.7,13.3,1.7,0.3,14.8,17.2,2.5
1997,PHI,Mark Hendrickson,22,29,301,11.5,0.481,0.156,0.338,12.4,21.2,16.7,1.5,1.7,1,13.7,14.4,0.3
1997,UTA,Jamie Watson,24,13,129,11.5,0.545,0.12,0.48,4.1,12.8,8.7,11,4.5,1.3,22.9,14.1,0.3
1998,ORL,Derek Harper,36,66,1761,11.5,0.491,0.303,0.146,1.5,5.5,3.4,23.2,2.3,0.4,14.9,17.6,2.3
1998,MIL,Elliot Perry,28,81,1752,11.5,0.485,0.089,0.194,1.4,6.1,3.8,22.1,2.7,0.1,17.4,19.2,1.3
1998,PHO,Hot Rod Williams,35,71,1333,11.5,0.525,0,0.46,9.6,17.5,13.7,5.1,1.3,3.3,10.7,9.2,3.7
1999,HOU,Michael Dickerson,23,50,1558,11.5,0.554,0.355,0.156,2.1,4,3.1,10.4,0.9,0.5,11.8,16.9,2.2
1999,LAC,Sherman Douglas,32,30,842,11.5,0.48,0.05,0.397,2.1,6.3,4.1,24.9,1.7,0.3,19.2,17.2,-0.1
1999,UTA,Thurl Bailey,37,43,543,11.5,0.476,0.011,0.194,8.7,12.1,10.6,8.7,0.9,3.9,12.4,19.1,0.9
1999,VAN,Doug West,31,14,294,11.5,0.533,0.031,0.385,2,8.2,5,11.4,2.9,1.8,13.6,13.7,0.4
1999,SAC,Jerome James,23,16,42,11.5,0.41,0,0.5,15.1,27.5,21.3,4.2,2.4,9.1,23.5,38.9,-0.1
2000,UTA,Howard Eisley,27,82,2096,11.5,0.492,0.241,0.151,1.4,8.4,4.9,26.9,1.5,0.3,15.5,18.8,3
2001,LAC,Sean Rooks,31,82,1553,11.5,0.487,0.005,0.362,6.9,15.2,11.2,8.1,1.2,2.9,13.7,15.8,2.3
2001,SAS,Avery Johnson,35,55,1290,11.5,0.475,0.02,0.2,1.9,5.3,3.7,29.5,1.4,0.2,15.5,14.1,2.6
2001,PHI,Matt Geiger,31,35,542,11.5,0.43,0.009,0.241,10.6,18.2,14.5,4.5,1.2,1.1,9.2,22.8,0.7
2002,UTA,Jarron Collins,23,70,1440,11.5,0.532,0.003,0.528,11.5,13.3,12.4,6.6,1.1,1.2,11.7,15,3.3
2002,CHH,Stacey Augmon,33,77,1319,11.5,0.479,0.009,0.308,5.1,14.3,9.7,12.5,2.3,0.7,12.7,14.8,2.3
2002,ATL,Ira Newble,27,42,1273,11.5,0.56,0.027,0.335,7.1,12.8,10,5.6,1.6,1.2,14,12.5,2.3
2002,PHO,Joe Johnson,20,29,913,11.5,0.462,0.146,0.094,4.3,10.4,7.3,17.7,1.5,0.9,12.5,16.8,1
2002,BOS,Walter McCarty,27,56,718,11.5,0.563,0.55,0.106,4.8,15,9.8,9.4,1.3,0.8,10.5,13.3,1.8
2002,DEN,Kenny Satterfield,20,36,560,11.5,0.431,0.136,0.231,3.3,7.5,5.3,31.8,2.9,0.1,19.5,21.8,-0.2
2002,SAS,Mark Bryant,36,30,206,11.5,0.478,0,0.145,14.4,10.3,12.3,7.9,1.8,0.7,9.3,14.6,0.6
2002,ATL,Chris Crawford,26,7,131,11.5,0.514,0.022,0.333,7.8,14,10.9,6.7,0.8,2.8,16.2,21.3,0.1
2002,MIN,Maurice Evans,23,10,45,11.5,0.506,0.158,0.211,7.8,2.5,5.1,14.8,0,0,8.8,22.9,0.1
2003,UTA,Greg Ostertag,29,81,1926,11.5,0.531,0,0.601,11.8,19.6,15.8,4.4,0.6,5.9,20.1,12.3,3.4
2003,HOU,Maurice Taylor,26,67,1377,11.5,0.472,0.004,0.258,8.1,11.7,10,8.8,0.9,1.1,14.4,23.3,0.9
2003,DAL,Adrian Griffin,28,74,1373,11.5,0.463,0.071,0.095,7.1,14.1,10.6,11,2.9,0.3,11.8,13.2,2.9
2003,CHI,Eddie Robinson,26,64,1355,11.5,0.531,0.044,0.2,6.3,10,8.2,7.7,2.3,0.7,13.2,12.9,2.2
2003,SAC,Damon Jones,26,49,709,11.5,0.505,0.576,0.129,1.8,8.5,5.3,16,1.3,0.4,9.4,15.2,1.5
2004,LAL,Devean George,26,82,1951,11.5,0.492,0.326,0.168,5,14.4,9.6,8.9,2.2,1.4,12.5,16.1,3.4
2004,LAL,Derek Fisher,29,82,1769,11.5,0.451,0.311,0.266,1.9,7.9,4.9,16.3,3,0.2,10.9,18.3,2.4
2004,DAL,Eduardo Najera,27,58,720,11.5,0.483,0.025,0.284,9.9,13.8,11.8,4.7,2.5,2,13.7,12.8,1.1
2004,NYK,DerMarr Johnson,23,21,287,11.5,0.511,0.371,0.32,2,13.5,7.8,6.4,1.5,1.8,12.6,20.5,0.4
2005,WAS,Laron Profit,27,42,428,11.5,0.489,0.219,0.195,6.1,14.2,10,14,1.9,0.9,16.3,16.9,0.4
2006,DAL,DeSagana Diop,24,81,1510,11.5,0.512,0.013,0.468,11.8,17.9,14.9,2.2,1.6,7.4,16.2,6.9,4.1
2006,POR,Viktor Khryapa,23,69,1492,11.5,0.516,0.088,0.325,9.1,15.8,12.4,9.8,1.8,1.5,17.7,15.1,1.3
2006,CHI,Malik Allen,27,54,701,11.5,0.504,0.004,0.154,7.2,15.7,11.5,4.9,1,1.8,11.4,19.2,1
2006,MIA,Wayne Simien,22,43,414,11.5,0.541,0,0.283,11.3,13.6,12.5,2.7,1.6,0.2,15.1,17.7,0.8
2006,TOR,Darrick Martin,34,40,339,11.5,0.474,0.412,0.247,0.7,6.8,3.6,25.7,2.6,0,12.2,16.7,0.4
2007,POR,Jamaal Magloire,28,81,1703,11.5,0.527,0,0.613,10.8,25.4,18,2.9,0.7,3.1,20.5,17.4,1.1
2007,NJN,Marcus Williams,21,79,1315,11.5,0.474,0.31,0.162,2.6,11.9,7.3,34.4,1.2,0.1,20.1,25,-0.1
2008,LAC,Cuttino Mobley,32,77,2702,11.5,0.514,0.221,0.229,2.1,9.7,5.9,13.1,1.5,0.9,11.4,18.5,2.1
2008,SAC,Mikki Moore,32,82,2385,11.5,0.613,0.004,0.372,8.1,16.2,12.2,5.4,0.7,1.5,16.2,12.7,4.6
2008,SAS,Ime Udoka,30,73,1316,11.5,0.528,0.44,0.155,3.3,17,10.2,7.7,2.3,1,12.6,16.7,2.8
2008,NYK,Renaldo Balkman,23,65,952,11.5,0.492,0.065,0.511,9.6,16.4,12.9,6.5,2.4,2.4,14,12.5,1.3
2008,MIL,Awvee Storey,30,26,259,11.5,0.452,0.079,0.326,13.5,10.9,12.3,10.1,1.4,0.3,8.9,19.4,0.2
2009,DET,Kwame Brown,26,58,999,11.5,0.546,0,0.722,10.7,24,17.2,4.9,1.3,1.9,18.3,13,1.9
2009,CHI,Aaron Gray,24,56,715,11.5,0.508,0.006,0.353,13.5,21.7,17.6,9.6,1,1.8,17.2,14.5,1.3
2009,OKC,Robert Swift,23,26,343,11.5,0.551,0,0.225,6.9,23.2,14.9,4,0.7,3.7,9.3,11.1,0.7
2009,CHI,Tim Thomas,31,18,254,11.5,0.531,0.478,0.222,3.6,15.3,9.5,7.4,1.2,0,9.2,19.1,0.4
2010,NJN,Terrence Williams,22,78,1764,11.5,0.459,0.154,0.221,2.9,20.6,11.4,22.4,1.3,0.4,14.8,21.8,-0.3
2010,NJN,Chris Douglas-Roberts,23,67,1730,11.5,0.512,0.094,0.274,2.9,10.7,6.6,9.5,1.7,0.8,13.1,19.6,0.7
2010,MIN,Damien Wilkins,30,80,1585,11.5,0.515,0.16,0.339,5,12.7,8.8,12.5,2.1,1.2,14.8,14.1,1.9
2010,BOS,Glen Davis,24,54,933,11.5,0.5,0.014,0.495,13.7,13.3,13.5,5.9,1.2,1.2,13.5,19.7,1.6
2010,IND,Luther Head,27,47,813,11.5,0.53,0.338,0.186,0.8,10,5.4,14.8,1.1,0.8,13.8,21.2,0.6
2010,HOU,Joey Dorsey,26,7,54,11.5,0.463,0,0.182,22.5,30.8,26.5,5.4,1.9,1.3,25.2,13,0.1
2011,MIL,Luc Mbah a Moute,24,79,2093,11.5,0.518,0.016,0.439,9.2,14.3,11.7,5.3,1.8,1.1,13.1,13.1,4.8
2011,MIL,Chris Douglas-Roberts,24,44,884,11.5,0.517,0.168,0.326,0.9,11,5.8,9.8,1.8,1.2,10.1,18.4,1.6
2011,GSW,Louis Amundson,28,46,691,11.5,0.452,0,0.475,13,17.4,15.2,3.5,1,3.6,9.8,15.7,0.6
2012,PHI,Jodie Meeks,24,66,1644,11.5,0.551,0.57,0.182,1.1,9.8,5.4,5,1.3,0.1,5.4,15.2,4.1
2012,HOU,Patrick Patterson,22,64,1483,11.5,0.457,0.006,0.112,8.7,13.7,11.2,5.7,1,1.8,8.4,17.9,1.6
2012,WAS,Jan Vesely,21,57,1078,11.5,0.544,0.005,0.284,10.5,15.6,13,6.7,1.9,2.3,19.7,12.7,1.7
2012,GSW,Ekpe Udoh,24,38,827,11.5,0.493,0,0.346,8,12.2,10.1,5.5,1.6,6,14.1,13.8,0.9
2012,IND,Louis Amundson,29,60,753,11.5,0.438,0,0.396,14.1,19,16.6,3,1.9,4.6,15.6,17.3,1
2012,IND,A.J. Price,25,44,568,11.5,0.454,0.506,0.201,2.6,9.4,6,23.9,1.9,0.3,14.5,17.7,0.7
2012,ATL,Jerry Stackhouse,37,30,273,11.5,0.49,0.38,0.23,2.6,7.2,4.9,8.3,1.9,0.8,10.6,21.2,0.3
2013,PHI,Lavoy Allen,23,79,1669,11.5,0.474,0.002,0.132,10.5,16.5,13.4,6.7,0.8,2.6,10.3,14.8,2.5
2013,SAS,Gary Neal,28,68,1484,11.5,0.512,0.42,0.124,1.1,9.6,5.6,13.5,1,0.1,9.9,21.7,1.9
2013,UTA,Alec Burks,21,64,1137,11.5,0.507,0.237,0.332,3.8,11.2,7.5,13,1.6,0.9,14.3,20.7,1
2014,CLE,Jarrett Jack,30,80,2252,11.5,0.498,0.265,0.213,1.1,10.3,5.6,22.7,1.3,0.8,14.8,17.8,2.3
2014,WAS,Martell Webster,27,78,2157,11.5,0.591,0.634,0.213,2,10.1,6,6.7,1,0.6,8.3,14.7,5
2014,WAS,Jan Vesely,23,33,470,11.5,0.494,0,0.326,12.9,15.1,13.9,3.1,2.8,3.3,17.3,12.2,0.9
2014,PHO,Leandro Barbosa,31,20,368,11.5,0.506,0.191,0.298,1.5,9.7,5.6,13.4,1,0.8,11.4,20,0.4
2015,BOS,Avery Bradley,24,77,2428,11.5,0.507,0.348,0.099,2,8.9,5.4,8.9,1.7,0.5,9.4,21,2.5
2015,MEM,Courtney Lee,29,77,2354,11.5,0.555,0.348,0.201,1,7.6,4.3,9.8,1.7,0.4,10,15.2,4.8
2015,MIA,James Ennis,24,62,1051,11.5,0.541,0.385,0.381,6,14,10.1,7.2,1.3,1.4,11.9,14.6,1.9
2015,DEN,Darrell Arthur,26,58,988,11.5,0.466,0.286,0.154,5.6,13.4,9.3,9.3,2.4,2.1,10.3,20,0.9
2015,NYK,J.R. Smith,29,24,619,11.5,0.487,0.359,0.155,0.7,10.4,5.4,23.3,1.5,0.5,14.4,23.3,-0.1
1978,NJN,George Johnson,29,81,2411,11.6,0.438,,0.257,9.4,22.6,15.7,6,1.4,5.9,21.6,15.7,2
1978,LAL,Don Ford,25,79,1945,11.6,0.497,,0.156,5.8,12.5,9.3,9.1,1.6,1.2,12.5,14.1,3.5
1978,DEN,Brian Taylor,26,39,1222,11.6,0.498,,0.285,2.6,5.5,4.1,14.5,2.6,0.4,14.5,16.6,1.8
1978,IND,Mike Flynn,24,71,955,11.6,0.476,,0.363,4.7,7.3,6,19.6,1.9,0.5,19.5,15.1,0.8
1978,CHI,Cazzie Russell,33,36,789,11.6,0.479,,0.188,4.3,7.1,5.7,11.5,1.1,0.3,9.6,18.6,1.1
1978,CHI,Cliff Pondexter,23,44,534,11.6,0.469,,0.235,7.4,19.1,13.3,21.1,1.7,1.5,24.2,9.4,1
1978,SAS,Mo Layton,29,41,498,11.6,0.524,,0.077,0.9,5.6,3.4,27.5,1.9,0.4,25.4,18.1,0.3
1978,HOU,Ron Behagen,27,3,33,11.6,0.612,,0.091,6.3,16.5,11.2,8.9,0,0,20.8,17.4,0
1979,DEN,Robert Smith,23,82,1479,11.6,0.511,,0.413,2.9,7.3,5.2,18.3,1.8,0.5,15.6,15.9,2.9
1979,SEA,Wally Walker,24,60,969,11.6,0.511,,0.28,7.2,12.1,9.6,10,0.6,1.4,15,18.3,1.8
1979,NJN,Harvey Catchings,27,32,659,11.6,0.483,,0.349,10.9,22.1,16.3,6,1,4.6,20.2,14.4,1
1980,PHO,Mike Bratz,24,82,1589,11.6,0.462,0.125,0.236,3.5,7.9,5.8,19.1,2.7,0.3,15.1,22.3,1.5
1980,NJN,Bob Elliott,24,54,722,11.6,0.521,0.018,0.667,9.6,16.9,13.3,10,1.8,1.1,23,20.5,0.8
1980,SDC,Jerome Whitehead,23,18,225,11.6,0.557,0,0.4,13.5,20.4,16.8,3.5,0.2,1.4,13.1,10.8,0.4
1981,GSW,John Lucas,27,66,1919,11.6,0.487,0.047,0.287,1.9,7,4.5,30.7,2.1,0.1,24.5,15.6,1.3
1981,ATL,Tom McMillen,28,79,1564,11.6,0.518,0.012,0.208,7,14.8,10.8,6.9,0.7,0.9,12.5,17.2,2.2
1981,BOS,M.L. Carr,30,41,655,11.6,0.505,0.065,0.31,4.7,9.5,7.2,11.3,2.2,1.5,16.1,18.2,1.1
1981,WSB,Bob Dandridge,33,23,545,11.6,0.452,0.004,0.165,3.6,12.4,8,15.5,1.4,0.9,11.5,21.2,0.5
1981,DAL,Joe Hassett,25,17,280,11.6,0.467,0.282,0.092,4.3,5.9,5.1,10.7,0.9,0,6.9,23.7,0
1983,WSB,Rick Mahorn,24,82,3023,11.6,0.51,0.004,0.331,6.2,22.5,14.3,5.4,1.4,2.8,16.2,14.4,6.2
1983,UTA,Jeff Wilkins,27,81,2307,11.6,0.517,0.004,0.245,7,19,13.2,7.9,0.8,0.9,17.1,18.5,2.4
1983,NYK,Trent Tucker,23,78,1830,11.6,0.485,0.046,0.099,4.8,9.1,6.9,16.1,1.5,0.2,9.4,17.3,4
1983,KCK,Ed Nealy,22,82,1643,11.6,0.612,0,0.462,11.2,20.7,16,4.4,1.9,0.4,14.6,8.1,4.7
1983,CLE,Darren Tillis,22,37,482,11.6,0.453,0,0.139,8.5,20.3,14.3,4.9,0.8,3.4,9.7,16.2,0.6
1983,SDC,Joe Cooper,25,13,275,11.6,0.538,0,0.339,13.8,15.8,14.7,6.8,1.4,4,25.3,12.8,0.2
1984,UTA,J.J. Anderson,23,48,311,11.6,0.427,0.023,0.223,13.6,8,10.6,9.6,2.2,1.5,12.3,20.8,0.1
1985,UTA,Jeff Wilkins,29,79,1505,11.6,0.511,0.002,0.137,5.5,19.3,12.6,7.8,1.1,0.6,12.8,18.7,2.3
1985,CHI,Sidney Green,24,48,740,11.6,0.503,0.016,0.392,11.6,26.6,19.3,5.4,0.7,1.1,18.8,20.4,0.6
1986,DEN,Pete Williams,20,53,573,11.6,0.587,0,0.36,8.2,18.9,13.3,3,1.5,2.2,12.9,9.9,1.4
1986,CHI,Mike Holton,24,24,447,11.6,0.498,0.065,0.245,2.4,5.3,3.8,15.1,2.5,0,11.8,17.7,0.4
1987,SAS,Tyrone Corbin,24,31,732,11.6,0.469,0,0.254,7.5,10.5,9,14.8,2.5,0.2,13.6,18.6,0.6
1988,ATL,Randy Wittman,28,82,2412,11.6,0.498,0,0.113,1.8,6.1,3.9,17.5,1,0.5,9,15.8,3.5
1988,LAL,Michael Cooper,31,61,1793,11.6,0.5,0.369,0.234,3.3,10.7,7.2,20.2,1.8,0.8,16,14.7,3.1
1988,WSB,Mark Alarie,24,63,769,11.6,0.508,0.06,0.163,10.1,13.2,11.6,7.7,0.6,0.9,13.5,19.9,0.9
1988,DAL,Steve Alford,23,28,197,11.6,0.472,0.145,0.309,1.7,10.9,6.3,15.4,4.3,0.9,16.1,15.6,0.3
1988,SAS,Richard Rellford,23,4,42,11.6,0.694,0,1,5.1,13,9,2.9,0,3.9,25.8,14.6,0
1989,HOU,Derrick Chievous,21,81,1539,11.6,0.506,0.038,0.385,8.1,9.9,9,7.4,1.5,0.4,15.5,22.9,1.6
1989,DEN,Blair Rasmussen,26,77,1308,11.6,0.476,0,0.14,7.8,15.2,11.3,4.9,1,1.8,7.4,19.4,1.8
1989,DET,James Edwards,33,76,1254,11.6,0.547,0.005,0.46,6.4,14,10.4,5.7,0.4,1.5,12.4,19.8,2.8
1989,PHO,Andrew Lang,22,62,526,11.6,0.554,0,0.513,11.4,18,14.9,2,1.5,5,16.3,12.9,1.4
1990,MIL,Fred Roberts,29,82,2235,11.6,0.553,0.017,0.374,5.4,10.6,8,9.3,1.2,0.7,14.4,17,3.5
1990,MIA,Kevin Edwards,24,78,2211,11.6,0.451,0.031,0.191,3.7,10.6,7,16.8,2.7,0.9,14.8,22.2,0.3
1990,MIA,Grant Long,23,81,1856,11.6,0.538,0.006,0.453,8.9,15.2,12,7.2,2.3,1.2,17.9,16.9,2.7
1990,SEA,Avery Johnson,24,53,575,11.6,0.439,0.028,0.282,4.1,4.7,4.4,36.4,2.3,0.1,23.1,15.1,0.5
1990,MIL,Randy Breuer,29,30,554,11.6,0.489,0,0.274,8.8,17.7,13.1,3.4,0.8,3.7,11.8,17.9,0.6
1991,SAS,Sidney Green,30,66,1099,11.6,0.515,0.008,0.273,10.4,20.5,15.7,6.8,1.4,0.7,17.1,19.7,1.9
1991,MIA,Jon Sundvold,29,24,225,11.6,0.501,0.327,0.103,1.5,3,2.2,16.7,1.5,0,12.5,23.2,0.2
1991,BOS,Dave Popson,26,19,64,11.6,0.481,0,0.313,13.2,11.1,12.1,4.3,0.8,1.8,14.2,27.9,0
1992,ATL,Blair Rasmussen,29,81,1968,11.6,0.49,0.032,0.055,5,16.5,10.6,7.8,0.9,1.5,6.4,16.7,3
1992,DAL,Tracy Moore,26,42,782,11.6,0.494,0.258,0.24,4.1,7.2,5.6,9.8,2.1,0.3,10.9,22.2,0.6
1993,NYK,Tony Campbell,30,58,1062,11.6,0.517,0.013,0.22,6.4,9.8,8.1,9.4,1.6,0.3,10.5,19.8,2.5
1993,SAC,Kurt Rambis,34,67,781,11.6,0.561,0.016,0.516,10.3,21.6,15.7,8.7,2.4,1.4,19.4,9.7,1.7
1993,ORL,Litterial Green,22,52,626,11.6,0.489,0.051,0.485,2.1,3.9,3.1,27.2,1.8,0.4,14.9,19.4,0.8
1994,PHI,Shawn Bradley,21,49,1385,11.6,0.446,0.006,0.342,7.7,16.5,12.1,11.1,1.6,6.4,20.8,22.4,-1.1
1994,PHO,Frank Johnson,35,70,875,11.6,0.492,0.04,0.231,3.8,6.7,5.3,23.6,2.3,0.1,16.5,18.9,1.2
1994,CHH,Mike Gminski,34,21,255,11.6,0.429,0,0.177,8.5,16.9,12.8,5.9,2.5,3.1,11.4,16.1,0.2
1994,DET,Ben Coleman,32,9,77,11.6,0.491,0,0.32,14.2,23.4,18.7,0,1.3,1.7,19.7,20.2,0
1995,CLE,Chris Mills,25,80,2814,11.6,0.52,0.281,0.249,4.3,12.2,8.1,9.7,1.2,1,11.2,18.2,5.4
1995,LAC,Lamond Murray,21,81,2556,11.6,0.472,0.199,0.242,5.7,10.9,8.1,8.7,1.4,1.6,11.9,23.4,-0.3
1995,MIN,Doug West,27,71,2328,11.6,0.528,0.08,0.323,3.2,8.7,6,14.3,1.5,0.8,12.6,19.6,1.8
1995,WSB,Doug Overton,25,82,1704,11.6,0.521,0.251,0.251,1.7,8.2,4.8,21.3,1.6,0.1,15.8,16.9,1.7
1995,PHI,Derrick Alston,22,64,1032,11.6,0.481,0.016,0.465,11,13.8,12.4,5.1,2,2.5,14.6,15.7,1
1995,CHI,Bill Wennington,31,73,956,11.6,0.527,0.013,0.199,7.9,15.5,11.7,6.5,1.2,1.3,10.2,17.9,2.3
1995,CLE,Fred Roberts,34,21,223,11.6,0.479,0.153,0.361,7.1,12.2,9.5,6.3,1.5,1.1,7.7,19.5,0.4
1996,SAC,Lionel Simmons,27,54,810,11.6,0.492,0.235,0.346,5.8,14.9,10.4,15.9,2,1.9,16.9,16.3,1.1
1997,IND,Duane Ferrell,31,62,1115,11.6,0.521,0.131,0.279,6.2,8.8,7.5,10.3,1.8,0.4,12.7,18,1.9
1997,SAC,Kevin Gamble,31,62,953,11.6,0.529,0.392,0.035,1.6,11.6,6.5,12.9,1.2,1.3,8.5,14.9,1.6
1997,DAL,Oliver Miller,26,42,836,11.6,0.508,0.006,0.344,11.2,21.3,16.2,11.2,2.2,4.7,28.3,13.6,0.8
1997,CHH,Anthony Goldwire,25,33,576,11.6,0.554,0.532,0.26,0.7,7.1,4,25.2,1.8,0.1,19.3,17.4,0.8
1997,POR,Dontonio Wingfield,22,47,569,11.6,0.501,0.399,0.207,13.5,15,14.3,12.8,1.3,0.8,18.9,20.5,0.9
1997,PHO,A.C. Green,33,27,548,11.6,0.513,0.023,0.375,7.1,22.2,14.7,4.6,1.7,0.1,11.8,13.9,0.8
1997,PHO,Chucky Brown,28,10,83,11.6,0.551,0,0.423,4.3,18.2,11.3,7.6,0,1.8,11.5,18.9,0.1
1998,BOS,Walter McCarty,23,82,2340,11.6,0.483,0.24,0.266,6.5,12.3,9.2,11.9,2.4,1.5,14.7,17.7,2.9
1998,NYK,Chris Childs,30,68,1599,11.6,0.524,0.246,0.356,2.2,10,6.1,26.6,1.9,0.3,20.1,15,3.7
1998,MIN,Chris Carr,23,51,1165,11.6,0.509,0.281,0.219,4.2,10.8,7.6,11.6,0.8,0.7,12.2,21.5,1.1
1998,MIL,Jeff Nordgaard,24,13,48,11.6,0.41,0,0.5,10.1,25.7,17.8,10,2.2,0,12,23.7,0
1998,MIL,Tim Breaux,27,6,30,11.6,0.421,0.273,0.182,0,8.2,4.1,11.1,3.5,2.5,7.8,19.6,0
1999,CHH,Chucky Brown,30,48,1192,11.6,0.51,0.107,0.158,3.7,13.1,8.6,8.9,0.7,1.2,8.7,17.4,1.6
1999,LAC,Darrick Martin,27,37,941,11.6,0.475,0.381,0.273,0.6,5.7,3,25.6,2.5,0.3,17.7,18.3,0.2
1999,GSW,Tony Delk,25,36,630,11.6,0.433,0.261,0.281,1.8,7.5,4.6,26.6,1.4,0.7,13.7,23.2,0.4
1999,WAS,Randell Jackson,23,27,271,11.6,0.467,0.065,0.296,12.6,10.6,11.6,5.2,0.6,3.1,17.6,25.2,-0.1
2000,SAC,Jason Williams,24,81,2760,11.6,0.477,0.519,0.175,0.8,7.9,4.3,30.7,2,0.2,22,20.3,1.5
2000,LAC,Troy Hudson,23,62,1592,11.6,0.468,0.357,0.176,1.9,8.7,5.2,25.3,1.4,0,15.6,19.2,-0.2
2000,WAS,Richard Hamilton,21,71,1373,11.6,0.482,0.127,0.22,3.1,7.7,5.4,13.7,1.1,0.3,11.2,24.2,0.7
2001,TOR,Charles Oakley,37,78,2767,11.6,0.439,0.062,0.193,5.6,25,15.1,14.6,1.4,1.2,14,16,3.7
2001,CLE,Wesley Person,29,44,958,11.6,0.514,0.288,0.103,1.3,14.4,7.9,11.2,1.5,0.8,11.6,16.3,1.2
2001,MIA,Eddie House,22,50,550,11.6,0.478,0.223,0.142,1.1,8,4.5,19.4,1.3,0,11.8,26.2,0.4
2002,MIA,Eddie House,23,64,1230,11.6,0.471,0.3,0.094,1.6,8.8,5.2,18.8,1.9,0.3,12.8,24.3,0.9
2002,SEA,Earl Watson,22,64,964,11.6,0.507,0.208,0.17,3.9,6.2,5.1,18.8,3.4,0.4,18.3,13.4,1.5
2002,CHI,Norm Richardson,22,8,63,11.6,0.556,0.348,0.391,3.6,9.5,6.5,2.9,0,0,10,21.9,0.1
2002,ATL,Dickey Simpkins,29,1,3,11.6,,,,0,0,0,45.5,0,0,,0,0
2003,PHO,Joe Johnson,21,82,2255,11.6,0.472,0.258,0.156,2.8,10.5,6.6,15.1,1.4,0.6,11.3,19.1,2.8
2003,PHI,Greg Buckner,26,75,1514,11.6,0.519,0.138,0.204,5.5,11.4,8.4,10.1,2.5,0.8,12.5,14.7,3.1
2003,LAL,Samaki Walker,26,67,1243,11.6,0.465,0.004,0.369,10.3,23.1,16.7,7.5,0.8,3.2,15,13.4,2.1
2003,LAC,Wang Zhizhi,25,41,412,11.6,0.485,0.29,0.358,7.2,13.9,10.6,4.3,1,1.7,14.2,24,0.1
2004,IND,Anthony Johnson,29,73,1598,11.6,0.497,0.297,0.229,2,7.6,4.8,21.4,2.2,0.4,14.2,15.6,3.6
2004,LAL,Bryon Russell,33,72,945,11.6,0.53,0.459,0.266,3.8,13.9,8.7,11.4,1.8,0.9,12,14.7,2.2
2004,PHI,Derrick Coleman,36,34,843,11.6,0.471,0.139,0.251,6.3,20.3,13.4,9.9,1.5,2.4,16.5,19.2,0.8
2004,MIA,John Wallace,29,37,368,11.6,0.486,0.09,0.276,3.8,15.1,9.3,7.2,0.7,1.7,12.9,23.9,0.3
2004,ORL,Derrick Dial,28,9,86,11.6,0.412,0.321,0.286,6.5,10.8,8.6,3.7,3.7,0,3.1,17.1,0.1
2005,LAC,Rick Brunson,32,80,1945,11.6,0.46,0.294,0.167,1.5,9.8,5.8,32.7,2.3,0.3,20.8,14.3,1.9
2005,HOU,David Wesley,34,54,1840,11.6,0.536,0.472,0.227,1.7,7.2,4.5,14,1.8,0.3,9.7,15.5,4.4
2005,MIL,Marcus Fizer,26,54,903,11.6,0.498,0.021,0.353,3.7,19.2,11.4,11.8,1.5,1.1,15.7,20.2,0.4
2005,CHA,Jamal Sampson,21,23,329,11.6,0.499,0,0.629,11.9,31.6,21.2,3.7,0.6,3.9,17.7,13,0.5
2005,HOU,Torraye Braggs,28,7,24,11.6,0.429,0,0,34.9,23.7,29.2,0,0,0,22.2,17.7,0
2006,WAS,Jared Jeffries,24,77,1951,11.6,0.5,0.12,0.405,9.5,13.2,11.3,11.6,1.5,2,16.8,13.4,3.1
2006,LAL,Luke Walton,25,69,1333,11.6,0.477,0.168,0.232,7.8,14,10.9,17.9,1.6,0.9,17.7,15,2
2006,DAL,Adrian Griffin,31,52,1245,11.6,0.521,0.01,0.26,7.4,14.4,11,10.8,2.2,0.6,14.6,10,2.9
2006,POR,Martell Webster,19,61,1070,11.6,0.533,0.523,0.204,3.2,11.5,7.3,5.5,1.1,1,10.2,18.7,0.9
